seconds,hours,Date & Time, Pressure (mBar), Weight (g),dv,dt,Flux (LMH),,,Surface area (m2),0.011545353,
1461,0.405833333,10-08-22 06:01:21,87.28,134.04,0.32,0.001388889,19.95607943,,,,,
1466,0.407222222,10-08-22 06:01:26,79.83,134.39,0.35,0.001388889,21.82696188,,,,,
1472,0.408888889,10-08-22 06:01:31,82.32,134.82,0.43,0.001666667,22.34664877,,,,,
1477,0.410277778,10-08-22 06:01:36,84.8,135.11,0.29,0.001388889,18.08519699,,,,,
1482,0.411666667,10-08-22 06:01:42,72.39,135.55,0.44,0.001388889,27.43960922,,,,,
1487,0.413055556,10-08-22 06:01:47,86.04,135.87,0.32,0.001388889,19.95607943,,,,,
1492,0.414444444,10-08-22 06:01:52,77.35,136.22,0.35,0.001388888,21.8269776,,,,,
1497,0.415833333,10-08-22 06:01:57,82.32,136.65,0.43,0.001388889,26.81598174,,,,,
1503,0.4175,10-08-22 06:02:02,86.04,136.95,0.3,0.001666667,15.59068519,,,,,
1508,0.418888889,10-08-22 06:02:07,72.39,137.38,0.43,0.001388889,26.81598174,,,,,
1513,0.420277778,10-08-22 06:02:13,87.28,137.72,0.34,0.001388889,21.2033344,,,,,
1518,0.421666667,10-08-22 06:02:18,82.32,138.05,0.33,0.001388889,20.57970692,,,,,
1523,0.423055556,10-08-22 06:02:23,79.83,138.49,0.44,0.001388889,27.43960922,,,,,
1528,0.424444444,10-08-22 06:02:28,86.04,138.78,0.29,0.001388888,18.08521001,,,,,
1534,0.426111111,10-08-22 06:02:33,74.87,139.21,0.43,0.001666667,22.34664877,,,,,
1539,0.4275,10-08-22 06:02:39,87.28,139.57,0.36,0.001388889,22.45058936,,,,,
1544,0.428888889,10-08-22 06:02:44,82.32,139.89,0.32,0.001388889,19.95607943,,,,,
1549,0.430277778,10-08-22 06:02:49,76.11,140.33,0.44,0.001388889,27.43960922,,,,,
1554,0.431666667,10-08-22 06:02:54,86.04,140.64,0.31,0.001388889,19.33245195,,,,,
1560,0.433333333,10-08-22 06:02:59,76.11,141.03,0.39,0.001666666,20.2679029,,,,,
1565,0.434722222,10-08-22 06:03:04,86.04,141.41,0.38,0.001388889,23.69784433,,,,,
1570,0.436111111,10-08-22 06:03:10,83.56,141.72,0.31,0.001388889,19.33245195,,,,,
1575,0.4375,10-08-22 06:03:15,74.87,142.17,0.45,0.001388889,28.0632367,,,,,
1580,0.438888889,10-08-22 06:03:20,87.28,142.47,0.3,0.001388889,18.70882447,,,,,
1586,0.440555556,10-08-22 06:03:25,77.35,142.85,0.38,0.001666667,19.74820124,,,,,
1591,0.441944444,10-08-22 06:03:30,86.04,143.26,0.41,0.001388888,25.56874519,,,,,
1596,0.443333333,10-08-22 06:03:36,84.8,143.56,0.3,0.001388889,18.70882447,,,,,
1601,0.444722222,10-08-22 06:03:41,73.63,144.01,0.45,0.001388889,28.0632367,,,,,
1606,0.446111111,10-08-22 06:03:46,87.28,144.33,0.32,0.001388889,19.95607943,,,,,
1611,0.4475,10-08-22 06:03:51,79.83,144.68,0.35,0.001388889,21.82696188,,,,,
1617,0.449166667,10-08-22 06:03:56,83.56,145.1,0.42,0.001666667,21.82695926,,,,,
1622,0.450555556,10-08-22 06:04:02,86.04,145.41,0.31,0.001388889,19.33245195,,,,,
1627,0.451944444,10-08-22 06:04:07,73.63,145.85,0.44,0.001388888,27.43962898,,,,,
1632,0.453333333,10-08-22 06:04:12,87.28,146.18,0.33,0.001388889,20.57970692,,,,,
1637,0.454722222,10-08-22 06:04:17,82.32,146.51,0.33,0.001388889,20.57970692,,,,,
1643,0.456388889,10-08-22 06:04:22,81.07,146.96,0.45,0.001666667,23.38602778,,,,,
1648,0.457777778,10-08-22 06:04:27,84.8,147.26,0.3,0.001388889,18.70882447,,,,,
1653,0.459166667,10-08-22 06:04:33,73.63,147.67,0.41,0.001388889,25.56872678,,,,,
1658,0.460555556,10-08-22 06:04:38,87.28,148.03,0.36,0.001388889,22.45058936,,,,,
1663,0.461944444,10-08-22 06:04:43,82.32,148.35,0.32,0.001388888,19.9560938,,,,,
1669,0.463611111,10-08-22 06:04:48,78.59,148.8,0.45,0.001666667,23.38602778,,,,,
1674,0.465,10-08-22 06:04:53,86.04,149.1,0.3,0.001388889,18.70882447,,,,,
1679,0.466388889,10-08-22 06:04:59,76.11,149.51,0.41,0.001388889,25.56872678,,,,,
1684,0.467777778,10-08-22 06:05:04,87.28,149.88,0.37,0.001388889,23.07421685,,,,,
1689,0.469166667,10-08-22 06:05:09,83.56,150.18,0.3,0.001388889,18.70882447,,,,,
1694,0.470555556,10-08-22 06:05:14,76.11,150.65,0.47,0.001388889,29.31049167,,,,,
1700,0.472222222,10-08-22 06:05:19,87.28,150.94,0.29,0.001666666,15.07100472,,,,,
1705,0.473611111,10-08-22 06:05:25,77.35,151.33,0.39,0.001388889,24.32147181,,,,,
1710,0.475,10-08-22 06:05:30,87.28,151.72,0.39,0.001388889,24.32147181,,,,,
1715,0.476388889,10-08-22 06:05:35,84.8,152.02,0.3,0.001388889,18.70882447,,,,,
1720,0.477777778,10-08-22 06:05:40,74.87,152.47,0.45,0.001388889,28.0632367,,,,,
1726,0.479444444,10-08-22 06:05:45,87.28,152.78,0.31,0.001666666,16.11038436,,,,,
1731,0.480833333,10-08-22 06:05:50,79.83,153.15,0.37,0.001388889,23.07421685,,,,,
1736,0.482222222,10-08-22 06:05:56,86.04,153.58,0.43,0.001388889,26.81598174,,,,,
1741,0.483611111,10-08-22 06:06:01,84.8,153.86,0.28,0.001388889,17.46156951,,,,,
1746,0.485,10-08-22 06:06:06,73.63,154.31,0.45,0.001388889,28.0632367,,,,,
1751,0.486388889,10-08-22 06:06:11,88.52,154.63,0.32,0.001388889,19.95607943,,,,,
1757,0.488055556,10-08-22 06:06:16,81.07,154.98,0.35,0.001666667,18.18913272,,,,,
1762,0.489444444,10-08-22 06:06:22,83.56,155.42,0.44,0.001388888,27.43962898,,,,,
1767,0.490833333,10-08-22 06:06:27,86.04,155.71,0.29,0.001388889,18.08519699,,,,,
1772,0.492222222,10-08-22 06:06:32,73.63,156.14,0.43,0.001388889,26.81598174,,,,,
1777,0.493611111,10-08-22 06:06:37,88.52,156.47,0.33,0.001388889,20.57970692,,,,,
1783,0.495277778,10-08-22 06:06:42,83.56,156.81,0.34,0.001666667,17.66944321,,,,,
1788,0.496666667,10-08-22 06:06:48,81.07,157.24,0.43,0.001388889,26.81598174,,,,,
1793,0.498055556,10-08-22 06:06:53,87.28,157.54,0.3,0.001388889,18.70882447,,,,,
1798,0.499444444,10-08-22 06:06:58,74.87,157.96,0.42,0.001388888,26.19237312,,,,,
1803,0.500833333,10-08-22 06:07:03,52.53,158.2,0.24,0.001388889,14.96705958,,,,,
1809,0.5025,10-08-22 06:07:08,7.84,156.77,-1.43,0.001666667,-74.31559939,,,,,
1814,0.503888889,10-08-22 06:07:13,5.36,154.53,-2.24,0.001388889,-139.692556,,,,,
1819,0.505277778,10-08-22 06:07:19,2.88,152.21,-2.32,0.001388889,-144.6815759,,,,,
1824,0.506666667,10-08-22 06:07:24,-9.53,150.05,-2.16,0.001388889,-134.7035362,,,,,
1829,0.508055556,10-08-22 06:07:29,-9.53,147.86,-2.19,0.001388889,-136.5744186,,,,,
1835,0.509722222,10-08-22 06:07:34,-24.43,145.75,-2.11,0.001666666,-109.6545516,,,,,
1840,0.511111111,10-08-22 06:07:39,30.19,143.95,-1.8,0.001388889,-112.2529468,,,,,
1845,0.5125,10-08-22 06:07:45,82.32,143.8,-0.15,0.001388889,-9.354412235,,,,,
1850,0.513888889,10-08-22 06:07:50,81.07,144.07,0.27,0.001388889,16.83794202,,,,,
1855,0.515277778,10-08-22 06:07:55,72.39,144.54,0.47,0.001388889,29.31049167,,,,,
1860,0.516666667,10-08-22 06:08:00,83.56,144.84,0.3,0.001388889,18.70882447,,,,,
1866,0.518333333,10-08-22 06:08:05,74.87,145.24,0.4,0.001666666,20.78759272,,,,,
1871,0.519722222,10-08-22 06:08:11,81.07,145.63,0.39,0.001388889,24.32147181,,,,,
1876,0.521111111,10-08-22 06:08:16,81.07,145.92,0.29,0.001388889,18.08519699,,,,,
1881,0.5225,10-08-22 06:08:21,71.14,146.4,0.48,0.001388889,29.93411915,,,,,
1886,0.523888889,10-08-22 06:08:26,82.32,146.7,0.3,0.001388889,18.70882447,,,,,
1892,0.525555556,10-08-22 06:08:31,77.35,147.07,0.37,0.001666667,19.22851173,,,,,
1897,0.526944444,10-08-22 06:08:36,79.83,147.51,0.44,0.001388888,27.43962898,,,,,
1902,0.528333333,10-08-22 06:08:42,81.07,147.8,0.29,0.001388889,18.08519699,,,,,
1907,0.529722222,10-08-22 06:08:47,69.9,148.25,0.45,0.001388889,28.0632367,,,,,
1912,0.531111111,10-08-22 06:08:52,83.56,148.57,0.32,0.001388889,19.95607943,,,,,
1917,0.5325,10-08-22 06:08:57,78.59,148.92,0.35,0.001388889,21.82696188,,,,,
1923,0.534166667,10-08-22 06:09:02,78.59,149.35,0.43,0.001666667,22.34664877,,,,,
1928,0.535555556,10-08-22 06:09:08,82.32,149.61,0.26,0.001388889,16.21431454,,,,,
1933,0.536944444,10-08-22 06:09:13,71.14,150.09,0.48,0.001388888,29.9341407,,,,,
1938,0.538333333,10-08-22 06:09:18,83.56,150.43,0.34,0.001388889,21.2033344,,,,,
1943,0.539722222,10-08-22 06:09:23,79.83,150.76,0.33,0.001388889,20.57970692,,,,,
1949,0.541388889,10-08-22 06:09:28,77.35,151.22,0.46,0.001666667,23.90571729,,,,,
1954,0.542777778,10-08-22 06:09:34,83.56,151.51,0.29,0.001388889,18.08519699,,,,,
1959,0.544166667,10-08-22 06:09:39,72.39,151.94,0.43,0.001388889,26.81598174,,,,,
1964,0.545555556,10-08-22 06:09:44,82.32,152.31,0.37,0.001388889,23.07421685,,,,,
1969,0.546944444,10-08-22 06:09:49,79.83,152.63,0.32,0.001388888,19.9560938,,,,,
1975,0.548611111,10-08-22 06:09:54,74.87,125.36,-27.27,0.001666667,-1417.193284,,,,,
1980,0.55,10-08-22 06:09:59,83.56,85.26,-40.1,0.001388889,-2500.746204,,,,,
1985,0.551388889,10-08-22 06:10:05,73.63,86.02,0.76,0.001388889,47.39568866,,,,,
1990,0.552777778,10-08-22 06:10:10,82.32,87.52,1.5,0.001388889,93.54412235,,,,,
1995,0.554166667,10-08-22 06:10:15,81.07,87.82,0.3,0.001388889,18.70882447,,,,,
2000,0.555555556,10-08-22 06:10:20,72.39,88.27,0.45,0.001388889,28.0632367,,,,,
2006,0.557222222,10-08-22 06:10:25,82.32,88.56,0.29,0.001666666,15.07100472,,,,,
2011,0.558611111,10-08-22 06:10:31,74.87,88.95,0.39,0.001388889,24.32147181,,,,,
2016,0.56,10-08-22 06:10:36,82.32,89.35,0.4,0.001388889,24.94509929,,,,,
2021,0.561388889,10-08-22 06:10:41,82.32,89.65,0.3,0.001388889,18.70882447,,,,,
2026,0.562777778,10-08-22 06:10:46,71.14,90.1,0.45,0.001388889,28.0632367,,,,,
2032,0.564444444,10-08-22 06:10:51,84.8,90.41,0.31,0.001666666,16.11038436,,,,,
2037,0.565833333,10-08-22 06:10:56,77.35,90.77,0.36,0.001388889,22.45058936,,,,,
2042,0.567222222,10-08-22 06:11:02,81.07,91.18,0.41,0.001388889,25.56872678,,,,,
2047,0.568611111,10-08-22 06:11:07,83.56,91.47,0.29,0.001388889,18.08519699,,,,,
2052,0.57,10-08-22 06:11:12,71.14,91.92,0.45,0.001388889,28.0632367,,,,,
2057,0.571388889,10-08-22 06:11:17,84.8,92.24,0.32,0.001388889,19.95607943,,,,,
2063,0.573055556,10-08-22 06:11:22,73.63,92.59,0.35,0.001666667,18.18913272,,,,,
2068,0.574444444,10-08-22 06:11:28,79.83,93.01,0.42,0.001388888,26.19237312,,,,,
2073,0.575833333,10-08-22 06:11:33,83.56,93.31,0.3,0.001388889,18.70882447,,,,,
2078,0.577222222,10-08-22 06:11:38,72.39,93.74,0.43,0.001388889,26.81598174,,,,,
2083,0.578611111,10-08-22 06:11:43,86.04,94.07,0.33,0.001388889,20.57970692,,,,,
2089,0.580277778,10-08-22 06:11:48,79.83,94.4,0.33,0.001666667,17.14975371,,,,,
2094,0.581666667,10-08-22 06:11:53,78.59,94.85,0.45,0.001388889,28.0632367,,,,,
2099,0.583055556,10-08-22 06:11:59,83.56,95.14,0.29,0.001388889,18.08519699,,,,,
2104,0.584444444,10-08-22 06:12:04,72.39,95.56,0.42,0.001388888,26.19237312,,,,,
2109,0.585833333,10-08-22 06:12:09,86.04,95.91,0.35,0.001388889,21.82696188,,,,,
2115,0.5875,10-08-22 06:12:14,82.32,96.23,0.32,0.001666667,16.6300642,,,,,
2120,0.588888889,10-08-22 06:12:19,76.11,96.68,0.45,0.001388889,28.0632367,,,,,
2125,0.590277778,10-08-22 06:12:25,86.04,96.98,0.3,0.001388889,18.70882447,,,,,
2130,0.591666667,10-08-22 06:12:30,74.87,97.37,0.39,0.001388889,24.32147181,,,,,
2135,0.593055556,10-08-22 06:12:35,86.04,97.76,0.39,0.001388889,24.32147181,,,,,
2140,0.594444444,10-08-22 06:12:40,83.56,98.06,0.3,0.001388888,18.70883794,,,,,
2146,0.596111111,10-08-22 06:12:45,73.63,98.5,0.44,0.001666667,22.86633827,,,,,
2151,0.5975,10-08-22 06:12:51,86.04,98.81,0.31,0.001388889,19.33245195,,,,,
2156,0.598888889,10-08-22 06:12:56,77.35,99.18,0.37,0.001388889,23.07421685,,,,,
2161,0.600277778,10-08-22 06:13:01,83.56,99.6,0.42,0.001388889,26.19235426,,,,,
2166,0.601666667,10-08-22 06:13:06,82.32,99.89,0.29,0.001388889,18.08519699,,,,,
2172,0.603333333,10-08-22 06:13:11,72.39,100.35,0.46,0.001666666,23.90573163,,,,,
2177,0.604722222,10-08-22 06:13:16,86.04,100.65,0.3,0.001388889,18.70882447,,,,,
2182,0.606111111,10-08-22 06:13:22,78.59,100.92,0.27,0.001388889,16.83794202,,,,,
2187,0.6075,10-08-22 06:13:27,82.32,101.41,0.49,0.001388889,30.55774663,,,,,
2192,0.608888889,10-08-22 06:13:32,83.56,103.39,1.98,0.001388889,123.4782415,,,,,
2198,0.610555556,10-08-22 06:13:37,72.39,59.83,-43.56,0.001666667,-2263.767489,,,,,
2203,0.611944444,10-08-22 06:13:42,86.04,49.69,-10.14,0.001388888,-632.3587224,,,,,
2208,0.613333333,10-08-22 06:13:48,79.83,53.98,4.29,0.001388889,267.5361899,,,,,
2213,0.614722222,10-08-22 06:13:53,78.59,40.91,-13.07,0.001388889,-815.0811194,,,,,
2218,0.616111111,10-08-22 06:13:58,84.8,33.64,-7.27,0.001388889,-453.3771797,,,,,
2223,0.6175,10-08-22 06:14:03,72.39,34.06,0.42,0.001388889,26.19235426,,,,,
2229,0.619166667,10-08-22 06:14:08,84.8,34.41,0.35,0.001666667,18.18913272,,,,,
2234,0.620555556,10-08-22 06:14:14,81.07,34.74,0.33,0.001388889,20.57970692,,,,,
2239,0.621944444,10-08-22 06:14:19,77.35,35.18,0.44,0.001388888,27.43962898,,,,,
2244,0.623333333,10-08-22 06:14:24,84.8,35.47,0.29,0.001388889,18.08519699,,,,,
2249,0.624722222,10-08-22 06:14:29,73.63,35.88,0.41,0.001388889,25.56872678,,,,,
2255,0.626388889,10-08-22 06:14:34,84.8,36.24,0.36,0.001666667,18.70882222,,,,,
2260,0.627777778,10-08-22 06:14:39,82.32,36.56,0.32,0.001388889,19.95607943,,,,,
2265,0.629166667,10-08-22 06:14:45,74.87,37.01,0.45,0.001388889,28.0632367,,,,,
2270,0.630555556,10-08-22 06:14:50,84.8,37.31,0.3,0.001388889,18.70882447,,,,,
2275,0.631944444,10-08-22 06:14:55,76.11,37.69,0.38,0.001388888,23.69786139,,,,,
2280,0.633333333,10-08-22 06:15:00,84.8,38.08,0.39,0.001388889,24.32147181,,,,,
2286,0.635,10-08-22 06:15:05,82.32,38.38,0.3,0.001666667,15.59068519,,,,,
2291,0.636388889,10-08-22 06:15:10,73.63,38.84,0.46,0.001388889,28.68686419,,,,,
2296,0.637777778,10-08-22 06:15:16,86.04,39.15,0.31,0.001388889,19.33245195,,,,,
2301,0.639166667,10-08-22 06:15:21,77.35,39.51,0.36,0.001388889,22.45058936,,,,,
2306,0.640555556,10-08-22 06:15:26,83.56,39.92,0.41,0.001388889,25.56872678,,,,,
2311,0.641944444,10-08-22 06:15:31,83.56,40.22,0.3,0.001388888,18.70883794,,,,,
2317,0.643611111,10-08-22 06:15:36,72.39,40.66,0.44,0.001666667,22.86633827,,,,,
2322,0.645,10-08-22 06:15:42,87.28,40.97,0.31,0.001388889,19.33245195,,,,,
2327,0.646388889,10-08-22 06:15:47,78.59,41.33,0.36,0.001388889,22.45058936,,,,,
2332,0.647777778,10-08-22 06:15:52,82.32,41.75,0.42,0.001388889,26.19235426,,,,,
2337,0.649166667,10-08-22 06:15:57,84.8,42.04,0.29,0.001388889,18.08519699,,,,,
2343,0.650833333,10-08-22 06:16:02,72.39,42.47,0.43,0.001666666,22.34666218,,,,,
2348,0.652222222,10-08-22 06:16:07,86.04,42.8,0.33,0.001388889,20.57970692,,,,,
2353,0.653611111,10-08-22 06:16:13,79.83,43.16,0.36,0.001388889,22.45058936,,,,,
2358,0.655,10-08-22 06:16:18,81.07,43.59,0.43,0.001388889,26.81598174,,,,,
2363,0.656388889,10-08-22 06:16:23,84.8,43.88,0.29,0.001388889,18.08519699,,,,,
2369,0.658055556,10-08-22 06:16:28,72.39,44.3,0.42,0.001666667,21.82695926,,,,,
2374,0.659444444,10-08-22 06:16:33,86.04,44.64,0.34,0.001388888,21.20334967,,,,,
2379,0.660833333,10-08-22 06:16:39,82.32,44.98,0.34,0.001388889,21.2033344,,,,,
2384,0.662222222,10-08-22 06:16:44,78.59,45.43,0.45,0.001388889,28.0632367,,,,,
2389,0.663611111,10-08-22 06:16:49,86.04,45.72,0.29,0.001388889,18.08519699,,,,,
2394,0.665,10-08-22 06:16:54,73.63,46.13,0.41,0.001388889,25.56872678,,,,,
2400,0.666666667,10-08-22 06:16:59,86.04,46.49,0.36,0.001666667,18.70882222,,,,,
2405,0.668055556,10-08-22 06:17:04,82.32,46.81,0.32,0.001388889,19.95607943,,,,,
2410,0.669444444,10-08-22 06:17:10,76.11,47.26,0.45,0.001388888,28.06325691,,,,,
2415,0.670833333,10-08-22 06:17:15,86.04,47.54,0.28,0.001388889,17.46156951,,,,,
2420,0.672222222,10-08-22 06:17:20,76.11,47.96,0.42,0.001388889,26.19235426,,,,,
2425,0.673611111,10-08-22 06:17:25,86.04,48.33,0.37,0.001388889,23.07421685,,,,,
2431,0.675277778,10-08-22 06:17:30,83.56,48.64,0.31,0.001666667,16.11037469,,,,,
2436,0.676666667,10-08-22 06:17:36,73.63,49.08,0.44,0.001388889,27.43960922,,,,,
2441,0.678055556,10-08-22 06:17:41,87.28,49.39,0.31,0.001388889,19.33245195,,,,,
2446,0.679444444,10-08-22 06:17:46,78.59,49.76,0.37,0.001388888,23.07423346,,,,,
2451,0.680833333,10-08-22 06:17:51,84.8,50.17,0.41,0.001388889,25.56872678,,,,,
2457,0.6825,10-08-22 06:17:56,84.8,50.46,0.29,0.001666667,15.07099568,,,,,
2462,0.683888889,10-08-22 06:18:01,73.63,50.91,0.45,0.001388889,28.0632367,,,,,
2467,0.685277778,10-08-22 06:18:07,87.28,51.22,0.31,0.001388889,19.33245195,,,,,
2472,0.686666667,10-08-22 06:18:12,78.59,51.58,0.36,0.001388889,22.45058936,,,,,
2477,0.688055556,10-08-22 06:18:17,82.32,52,0.42,0.001388889,26.19235426,,,,,
2482,0.689444444,10-08-22 06:18:22,84.8,52.3,0.3,0.001388888,18.70883794,,,,,
2488,0.691111111,10-08-22 06:18:27,72.39,52.73,0.43,0.001666667,22.34664877,,,,,
2493,0.6925,10-08-22 06:18:33,87.28,53.06,0.33,0.001388889,20.57970692,,,,,
2498,0.693888889,10-08-22 06:18:38,81.07,53.41,0.35,0.001388889,21.82696188,,,,,
2503,0.695277778,10-08-22 06:18:43,81.07,53.84,0.43,0.001388889,26.81598174,,,,,
2508,0.696666667,10-08-22 06:18:48,86.04,54.14,0.3,0.001388889,18.70882447,,,,,
2514,0.698333333,10-08-22 06:18:53,73.63,54.56,0.42,0.001666666,21.82697236,,,,,
2519,0.699722222,10-08-22 06:18:58,88.52,54.9,0.34,0.001388889,21.2033344,,,,,
2524,0.701111111,10-08-22 06:19:04,81.07,55.24,0.34,0.001388889,21.2033344,,,,,
2529,0.7025,10-08-22 06:19:09,78.59,55.68,0.44,0.001388889,27.43960922,,,,,
2534,0.703888889,10-08-22 06:19:14,86.04,55.97,0.29,0.001388889,18.08519699,,,,,
2539,0.705277778,10-08-22 06:19:19,73.63,56.38,0.41,0.001388889,25.56872678,,,,,
2545,0.706944444,10-08-22 06:19:24,87.28,56.74,0.36,0.001666666,18.70883345,,,,,
2550,0.708333333,10-08-22 06:19:30,82.32,57.06,0.32,0.001388889,19.95607943,,,,,
2555,0.709722222,10-08-22 06:19:35,76.11,57.5,0.44,0.001388889,27.43960922,,,,,
2560,0.711111111,10-08-22 06:19:40,87.28,57.8,0.3,0.001388889,18.70882447,,,,,
2565,0.7125,10-08-22 06:19:45,76.11,58.19,0.39,0.001388889,24.32147181,,,,,
2571,0.714166667,10-08-22 06:19:50,86.04,58.57,0.38,0.001666667,19.74820124,,,,,
2576,0.715555556,10-08-22 06:19:55,83.56,58.89,0.32,0.001388889,19.95607943,,,,,
2581,0.716944444,10-08-22 06:20:01,73.63,59.33,0.44,0.001388888,27.43962898,,,,,
2586,0.718333333,10-08-22 06:20:06,87.28,59.64,0.31,0.001388889,19.33245195,,,,,
2591,0.719722222,10-08-22 06:20:11,78.59,60,0.36,0.001388889,22.45058936,,,,,
2596,0.721111111,10-08-22 06:20:16,84.8,60.42,0.42,0.001388889,26.19235426,,,,,
2602,0.722777778,10-08-22 06:20:21,84.8,60.72,0.3,0.001666667,15.59068519,,,,,
2607,0.724166667,10-08-22 06:20:27,72.39,61.16,0.44,0.001388889,27.43960922,,,,,
2612,0.725555556,10-08-22 06:20:32,87.28,61.48,0.32,0.001388889,19.95607943,,,,,
2617,0.726944444,10-08-22 06:20:37,79.83,61.83,0.35,0.001388888,21.8269776,,,,,
2622,0.728333333,10-08-22 06:20:42,83.56,62.25,0.42,0.001388889,26.19235426,,,,,
2628,0.73,10-08-22 06:20:47,87.28,62.55,0.3,0.001666667,15.59068519,,,,,
2633,0.731388889,10-08-22 06:20:52,72.39,62.98,0.43,0.001388889,26.81598174,,,,,
2638,0.732777778,10-08-22 06:20:58,88.52,63.31,0.33,0.001388889,20.57970692,,,,,
2643,0.734166667,10-08-22 06:21:03,81.07,63.64,0.33,0.001388889,20.57970692,,,,,
2648,0.735555556,10-08-22 06:21:08,81.07,64.08,0.44,0.001388889,27.43960922,,,,,
2653,0.736944444,10-08-22 06:21:13,86.04,64.38,0.3,0.001388888,18.70883794,,,,,
2659,0.738611111,10-08-22 06:21:18,73.63,64.79,0.41,0.001666667,21.30726976,,,,,
2664,0.74,10-08-22 06:21:24,87.28,65.14,0.35,0.001388889,21.82696188,,,,,
2669,0.741388889,10-08-22 06:21:29,82.32,65.47,0.33,0.001388889,20.57970692,,,,,
2674,0.742777778,10-08-22 06:21:34,78.59,65.92,0.45,0.001388889,28.0632367,,,,,
2679,0.744166667,10-08-22 06:21:39,86.04,66.22,0.3,0.001388889,18.70882447,,,,,
2685,0.745833333,10-08-22 06:21:44,74.87,66.61,0.39,0.001666666,20.2679029,,,,,
2690,0.747222222,10-08-22 06:21:49,86.04,66.98,0.37,0.001388889,23.07421685,,,,,
2695,0.748611111,10-08-22 06:21:55,83.56,67.3,0.32,0.001388889,19.95607943,,,,,
2700,0.75,10-08-22 06:22:00,76.11,67.74,0.44,0.001388889,27.43960922,,,,,
2705,0.751388889,10-08-22 06:22:05,86.04,68.04,0.3,0.001388889,18.70882447,,,,,
2710,0.752777778,10-08-22 06:22:10,76.11,68.43,0.39,0.001388889,24.32147181,,,,,
2716,0.754444444,10-08-22 06:22:15,87.28,68.79,0.36,0.001666666,18.70883345,,,,,
2721,0.755833333,10-08-22 06:22:20,83.56,69.12,0.33,0.001388889,20.57970692,,,,,
2726,0.757222222,10-08-22 06:22:26,74.87,69.56,0.44,0.001388889,27.43960922,,,,,
2731,0.758611111,10-08-22 06:22:31,86.04,69.86,0.3,0.001388889,18.70882447,,,,,
2736,0.76,10-08-22 06:22:36,78.59,70.24,0.38,0.001388889,23.69784433,,,,,
2741,0.761388889,10-08-22 06:22:41,84.8,70.63,0.39,0.001388889,24.32147181,,,,,
2747,0.763055556,10-08-22 06:22:46,84.8,70.93,0.3,0.001666667,15.59068519,,,,,
2752,0.764444444,10-08-22 06:22:52,73.63,71.38,0.45,0.001388888,28.06325691,,,,,
2757,0.765833333,10-08-22 06:22:57,87.28,71.69,0.31,0.001388889,19.33245195,,,,,
2762,0.767222222,10-08-22 06:23:02,79.83,72.05,0.36,0.001388889,22.45058936,,,,,
2767,0.768611111,10-08-22 06:23:07,83.56,72.47,0.42,0.001388889,26.19235426,,,,,
2773,0.770277778,10-08-22 06:23:12,86.04,72.77,0.3,0.001666667,15.59068519,,,,,
2778,0.771666667,10-08-22 06:23:17,72.39,73.21,0.44,0.001388889,27.43960922,,,,,
2783,0.773055556,10-08-22 06:23:23,87.28,73.53,0.32,0.001388889,19.95607943,,,,,
2788,0.774444444,10-08-22 06:23:28,82.32,73.87,0.34,0.001388888,21.20334967,,,,,
2793,0.775833333,10-08-22 06:23:33,81.07,74.31,0.44,0.001388889,27.43960922,,,,,
2798,0.777222222,10-08-22 06:23:38,87.28,74.6,0.29,0.001388889,18.08519699,,,,,
2804,0.778888889,10-08-22 06:23:43,73.63,75.02,0.42,0.001666667,21.82695926,,,,,
2809,0.780277778,10-08-22 06:23:49,88.52,75.37,0.35,0.001388889,21.82696188,,,,,
2814,0.781666667,10-08-22 06:23:54,82.32,75.69,0.32,0.001388889,19.95607943,,,,,
2819,0.783055556,10-08-22 06:23:59,79.83,76.13,0.44,0.001388889,27.43960922,,,,,
2824,0.784444444,10-08-22 06:24:04,87.28,76.42,0.29,0.001388888,18.08521001,,,,,
2830,0.786111111,10-08-22 06:24:09,74.87,76.83,0.41,0.001666667,21.30726976,,,,,
2835,0.7875,10-08-22 06:24:15,87.28,77.19,0.36,0.001388889,22.45058936,,,,,
2840,0.788888889,10-08-22 06:24:20,83.56,77.52,0.33,0.001388889,20.57970692,,,,,
2845,0.790277778,10-08-22 06:24:25,76.11,77.96,0.44,0.001388889,27.43960922,,,,,
2850,0.791666667,10-08-22 06:24:30,88.52,78.26,0.3,0.001388889,18.70882447,,,,,
2856,0.793333333,10-08-22 06:24:35,77.35,78.65,0.39,0.001666666,20.2679029,,,,,
2861,0.794722222,10-08-22 06:24:40,86.04,79.03,0.38,0.001388889,23.69784433,,,,,
2866,0.796111111,10-08-22 06:24:46,83.56,79.35,0.32,0.001388889,19.95607943,,,,,
